binomial,fossilArea
Gecinulus viridis,3929.937099
Gelochelidon macrotarsa,2064785.157
Gelochelidon nilotica,5191697.528
Gennaeodryas placens,27.7743343
Geobiastes squamiger,15.47776415
Geocerthia serrana,639.0490091
Geococcyx californianus,616808.7127
Geococcyx velox,42484.14971
Geocolaptes olivaceus,32351.92899
Geoffroyus geoffroyi,118590.4816
Geoffroyus heteroclitus,2111.483832
Geoffroyus hyacinthinus,19.0032875
Geoffroyus simplex,9101.487408
Geokichla camaronensis,1835.857769
Geokichla cinerea,10999.11728
Geokichla citrina,747805.5961
Geokichla crossleyi,513.8344946
Geokichla dohertyi,0
Geokichla dumasi,110.5953023
Geokichla erythronota,6897.265956
Geokichla gurneyi,14857.235
Geokichla guttata,8681.429389
Geokichla interpres,96371.65601
Geokichla joiceyi,253.6192231
Geokichla leucolaema,23.41200404
Geokichla mendeni,146.6572191
Geokichla oberlaenderi,3320.801057
Geokichla peronii,482.7573674
Geokichla piaggiae,16291.70246
Geokichla princei,7098.932184
Geokichla schistacea,77.83417691
Geokichla sibirica,848454.0213
Geokichla spiloptera,0
Geokichla wardii,4709.695867
Geomalia heinrichi,0
Geopelia cuneata,2194143.123
Geopelia humeralis,778039.8318
Geopelia maugeus,1320.371528
Geopelia placida,1967637.957
Geopelia striata,277360.6058
Geophaps plumifera,583922.4208
Geophaps scripta,268427.2187
Geophaps smithii,25213.38702
Geositta antarctica,105679.2958
Geositta crassirostris,0
Geositta cunicularia,1047128.991
Geositta isabellina,454.6076667
Geositta maritima,10837.09895
Geositta peruviana,15121.20353
Geositta poeciloptera,79462.31273
Geositta punensis,67976.95738
Geositta rufipennis,47054.75546
Geositta saxicolina,480.1327685
Geositta tenuirostris,51429.84056
Geospiza acutirostris,0
Geospiza conirostris,0
Geospiza difficilis,0
Geospiza fortis,0
Geospiza fuliginosa,0
Geospiza heliobates,0
Geospiza magnirostris,0
Geospiza pallida,0
Geospiza parvula,0
Geospiza pauper,0
Geospiza propinqua,0
Geospiza psittacula,0
Geospiza scandens,0
Geospiza septentrionalis,0
Geospizopsis plebejus,122658.3577
Geospizopsis unicolor,125101.1809
Geothlypis aequinoctialis,2211097.841
Geothlypis auricularis,23930.84372
Geothlypis bairdi,4832.576357
Geothlypis beldingi,132.3604699
Geothlypis chiriquensis,0
Geothlypis flavovelata,13144.82254
Geothlypis formosa,585205.8467
Geothlypis nelsoni,3947.703321
Geothlypis philadelphia,414837.1285
Geothlypis poliocephala,153302.5699
Geothlypis rostrata,6242.658713
Geothlypis semiflava,8219.684187
Geothlypis speciosa,340.2686011
Geothlypis tolmiei,689820.9466
Geothlypis trichas,1248367.609
Geotrygon caniceps,52333.51387
Geotrygon chrysia,67405.23858
Geotrygon leucometopia,0
Geotrygon montana,1606770.36
Geotrygon mystacea,735.1611511
Geotrygon purpurata,73.40821688
Geotrygon saphirina,21743.8704
Geotrygon versicolor,367.1270565
Geotrygon violacea,169960.5725
Geranoaetus albicaudatus,2779077.118
Geranoaetus melanoleucus,2090561.51
Geranoaetus polyosoma,1667785.726
Geranospiza caerulescens,2221261.302
Geronticus calvus,0
Geronticus eremita,554342.8935
Gerygone albofrontata,27.03846002
Gerygone chloronota,171681.0922
Gerygone chrysogaster,102360.9216
Gerygone citrina,217.9137583
Gerygone dorsalis,268.5870397
Gerygone flavolateralis,1153.000508
Gerygone fusca,1081292.206
Gerygone hypoxantha,69.50609934
Gerygone igata,14753.05937
Gerygone inornata,408.4415236
Gerygone insularis,2.356453925
Gerygone levigaster,114324.4134
Gerygone magnirostris,206034.5154
Gerygone modesta,10.83652412
Gerygone mouki,26216.33565
Gerygone olivacea,577928.6934
Gerygone palpebrosa,161502.1634
Gerygone ruficollis,0
Gerygone sulphurea,270266.6348
Gerygone tenebrosa,29618.10294
Glareola cinerea,433587.1326
Glareola lactea,1234403.891
Glareola maldivarum,2436131.423
Glareola nordmanni,1461198.656
Glareola nuchalis,459753.9775
Glareola ocularis,214183.2781
Glareola pratincola,3850974.045
Glaucidium albertinum,64.55716488
Glaucidium bolivianum,2676.41835
Glaucidium brasilianum,2316418.97
Glaucidium brodiei,14160.82301
Glaucidium californicum,48345.4919
Glaucidium capense,721102.2358
Glaucidium castaneum,2232.937551
Glaucidium castanopterum,3857.793007
Glaucidium castanotum,1918.089987
Glaucidium cobanense,0
Glaucidium costaricanum,0
Glaucidium cuculoides,590965.6977
Glaucidium gnoma,13146.15902
Glaucidium griseiceps,23844.89837
Glaucidium hardyi,429593.7311
Glaucidium hoskinsii,426.2152129
Glaucidium jardinii,1457.555276
Glaucidium minutissimum,14453.22497
Glaucidium mooreorum,0
Glaucidium nana,35423.53403
Glaucidium nubicola,0
Glaucidium palmarum,6068.783831
Glaucidium parkeri,0
Glaucidium passerinum,339152.8209
Glaucidium perlatum,2100909.24
Glaucidium peruanum,33147.38719
Glaucidium radiatum,599569.6903
Glaucidium sanchezi,3142.334385
Glaucidium siju,52014.55179
Glaucidium sjostedti,160948.0326
Glaucidium tephronotum,155537.1803
Glaucidium tucumanum,445177.2568
Glaucis aeneus,16108.22945
Glaucis dohrnii,5619.300047
Glaucis hirsutus,1062090.056
Gliciphila melanops,240705.7237
Gliciphila notabilis,579.4686932
Gliciphila undulata,298.2796652
Glossopsitta concinna,174968.1054
Glossopsitta porphyrocephala,248051.6442
Glossopsitta pusilla,111643.7845
Glycichaera fallax,116455.1384
Glyphorynchus spirurus,572259.4606
Gnorimopsar chopi,1458216.523
Goethalsia bella,0
Goldmania violiceps,0
Goodfellowia miranda,0
Gorsachius goisagi,66014.27805
Gorsachius melanolophus,152594.3243
Goura cristata,4848.338951
Goura scheepmakeri,12464.91745
Goura sclaterii,61976.47402
Goura victoria,12596.08992
Gracula indica,4161.14158
Gracula ptilogenys,0
Gracula religiosa,600589.1266
Gracula venerata,303.9988362
Gracupica contra,1166685.493
Gracupica jalla,23713.295
Gracupica nigricollis,328643.958
Grafisia torquata,17833.17657
Grallaria albigula,1147.157263
Grallaria alleni,0
Grallaria alticola,351.2812048
Grallaria andicolus,639.0490091
Grallaria atuensis,0
Grallaria bangsi,0
Grallaria blakei,0
Grallaria capitalis,0
Grallaria carrikeri,0
Grallaria chthonia,0
Grallaria dignissima,51156.44118
Grallaria eludens,27681.83125
Grallaria erythroleuca,0
Grallaria erythrotis,0
Grallaria excelsa,0
Grallaria fenwickorum,0
Grallaria flavotincta,0
Grallaria gigantea,0
Grallaria griseonucha,0
Grallaria guatimalensis,10629.60478
Grallaria haplonota,51.82251196
Grallaria hypoleuca,0
Grallaria kaestneri,0
Grallaria milleri,0
Grallaria nuchalis,0
Grallaria przewalskii,0
Grallaria quitensis,59.77187502
Grallaria ridgelyi,0
Grallaria ruficapilla,644.9105071
Grallaria rufocinerea,0
Grallaria rufula,0
Grallaria saltuensis,0
Grallaria squamigera,19.34408597
Grallaria varia,137626.8547
Grallaria watkinsi,75.02766406
Grallaricula cucullata,116.8327682
Grallaricula cumanensis,0
Grallaricula ferrugineipectus,1994.397574
Grallaricula flavirostris,304.3267122
Grallaricula leymebambae,0.11659925
Grallaricula lineifrons,0
Grallaricula loricata,860.0828561
Grallaricula nana,351.4634331
Grallaricula ochraceifrons,0
Grallaricula peruviana,0
Grallina bruijnii,1076.417169
Grallina cyanoleuca,2250750.047
Graminicola bengalensis,117021.289
Graminicola striatus,3426.136891
Grammatoptila striata,7.223751285
Granatellus francescae,0
Granatellus paraensis,79001.09698
Granatellus pelzelni,157717.3394
Granatellus sallaei,85740.17024
Granatellus venustus,12863.53324
Granatina granatina,368504.1133
Granatina ianthinogaster,261257.6112
Grandala coelicolor,62090.55492
Grantiella picta,497214.0296
Graueria vittata,385.8353719
Graydidascalus brachyurus,115493.1429
Griseotyrannus aurantioatrocristatus,2396582.053
Grus americana,48642.4184
Grus grus,2245116.384
Grus japonensis,792677.2615
Grus monacha,84675.08432
Grus nigricollis,99144.23995
Guadalcanaria inexpectata,0
Guaruba guarouba,21659.23781
Gubernatrix cristata,900876.4079
Gubernetes yetapa,431126.8109
Guira guira,2515665.568
Gulosus aristotelis,1524741.8
Guttera edouardi,244785.196
Guttera plumifera,13258.65923
Guttera pucherani,173265.8111
Guttera verreauxi,174405.3873
Guyramemua affinis,133063.3159
Gygis alba,4923799.188
Gygis microrhyncha,0
Gymnobucco bonapartei,162745.4195
Gymnobucco calvus,118509.753
Gymnobucco cinereiceps,56650.23885
Gymnobucco peli,84265.67427
Gymnobucco sladeni,87906.43883
Gymnobucco vernayi,0
Gymnocichla nudiceps,55497.27971
Gymnocrex plumbeiventris,117020.2795
Gymnocrex rosenbergii,577.1021093
Gymnocrex talaudensis,58.53265251
Gymnoderus foetidus,670595.0087
Gymnogyps californianus,59704.69052
Gymnomystax mexicanus,445394.0272
Gymnomyza aubryana,0.011826237
Gymnomyza brunneirostris,233.7007691
Gymnomyza samoensis,0
Gymnomyza viridis,84203.1258
Gymnophaps albertisii,18941.27078
Gymnophaps mada,110.6513296
Gymnophaps solomonensis,0
Gymnophaps stalkeri,182.3419013
Gymnopithys bicolor,28212.49291
Gymnopithys leucaspis,97401.91474
Gymnopithys rufigula,53406.26776
Gymnorhina tibicen,2098267.229
Gymnorhinus cyanocephalus,238823.4492
Gymnoris dentata,930255.8912
Gymnoris pyrgita,396347.1272
Gymnoris superciliaris,481909
Gymnoris xanthocollis,1746738.465
Gypaetus barbatus,1602330.731
Gypohierax angolensis,1671756.092
Gyps africanus,2797986.829
Gyps bengalensis,1773688.265
Gyps coprotheres,479360.9946
Gyps fulvus,5264580.758
Gyps himalayensis,1803269.351
Gyps indicus,768112.8612
Gyps rueppelli,2954993.049
Gyps tenuirostris,575474.0522
Habia atrimaxillaris,96.56825619
Habia carmioli,3173.074083
Habia cristata,0
Habia frenata,1141.17995
Habia fuscicauda,107551.3216
Habia gutturalis,6175.187945
Habia olivacea,5784.991376
Habia rubica,606176.8316
Habia stolzmanni,295.4422693
Habroptila wallacii,169.2248956
Haematoderus militaris,95587.63903
Haematopus ater,82764.26633
Haematopus chathamensis,10.10110903
Haematopus finschi,13465.60421
Haematopus fuliginosus,149387.5086
Haematopus leucopodus,33223.89192
Haematopus longirostris,216120.7645
Haematopus meadewaldoi,0
Haematopus moquini,24638.6673
Haematopus ostralegus,3845968.047
Haematopus palliatus,584994.5075
Haematopus unicolor,5882.603708
Haematortyx sanguiniceps,0
Haemorhous cassinii,361859.3822
Haemorhous mexicanus,990154.0605
Haemorhous purpureus,295532.8509
Hafferia fortis,125065.6089
Hafferia immaculata,914.8712703
Hafferia zeledoni,14384.70751
Halcyon albiventris,504525.0835
Halcyon badia,239696.8613
Halcyon chelicuti,1977637.089
Halcyon coromanda,647149.8669
Halcyon cyanoventris,20898.44501
Halcyon gularis,17145.51891
Halcyon leucocephala,2488537.539
Halcyon malimbica,336218.8812
Halcyon pileata,1476574.145
Halcyon senegalensis,2281760.118
Halcyon senegaloides,65326.78317
Halcyon smyrnensis,2139962.795
Haliaeetus albicilla,2494082.395
Haliaeetus leucocephalus,1094470.036
Haliaeetus leucogaster,1766167.909
Haliaeetus leucoryphus,4387799.993
Haliaeetus pelagicus,53761.73431
Haliaeetus sanfordi,1264.895365
Haliaeetus vocifer,2932416.015
Haliaeetus vociferoides,10162.87748
Haliastur indus,2338448.611
Haliastur sphenurus,1583166.518
Halobaena caerulea,3429039.69
Hamirostra melanosternon,2016644.921
Hapalopsittaca amazonina,0
Hapalopsittaca fuertesi,0
Hapalopsittaca melanotis,0
Hapalopsittaca pyrrhops,0
Hapaloptila castanea,0
Haplophaedia assimilis,0
Haplophaedia aureliae,281.4912058
Haplophaedia lugens,0
Haplospiza unicolor,23078.84488
Harpactes ardens,6337.798084
Harpactes diardii,211313.6455
Harpactes duvaucelii,218397.4277
Harpactes erythrocephalus,63792.847
Harpactes fasciatus,21063.72435
Harpactes kasumba,201437.1045
Harpactes oreskios,187573.4019
Harpactes orrhophaeus,14827.2417
Harpactes wardi,0
Harpactes whiteheadi,0
Harpagus bidentatus,985265.9527
Harpagus diodon,744998.6303
Harpia harpyja,1022580.038
Harpyopsis novaeguineae,95947.28808
Hartertula flavoviridis,2782.669166
Hartlaubius auratus,21123.58779
Hedydipna collaris,1064968.814
Hedydipna metallica,297254.4383
Hedydipna pallidigaster,0
Hedydipna platura,1240882.736
Heinrichia calligyna,0
Heinrichia simplex,0
Heleia crassirostris,245.0802782
Heleia dohertyi,73.80310772
Heleia goodfellowi,0
Heleia javanica,0
Heleia muelleri,282.1185522
Heleia pinaiae,0
Heleia squamiceps,0
Heleia squamifrons,0
Heleia superciliaris,0
Heleia wallacei,494.2688761
Heliactin bilophus,380193.3553
Heliangelus amethysticollis,23.16900046
Heliangelus clarisse,13.37696352
Heliangelus exortis,211.3174799
Heliangelus mavors,0
Heliangelus micraster,0
Heliangelus regalis,0
Heliangelus spencei,0
Heliangelus strophianus,172.8124008
Heliangelus viola,0
Helicolestes hamatus,463213.9752
Heliobletus contaminatus,17599.55096
Heliodoxa aurescens,222355.3927
Heliodoxa branickii,23.55759388
Heliodoxa gularis,0
Heliodoxa imperatrix,0
Heliodoxa jacula,1247.123506
Heliodoxa leadbeateri,3038.513782
Heliodoxa rubinoides,615.3006596
Heliodoxa schreibersii,11219.90619
Heliodoxa whitelyana,571.4326607
Heliodoxa xanthogonys,0
Heliomaster constantii,41691.4987
Heliomaster furcifer,1282026.281
Heliomaster longirostris,1067373.27
Heliomaster squamosus,72141.34115
Heliopais personatus,176849.9623
Heliornis fulica,1192426.61
Heliothryx auritus,559878.17
Heliothryx barroti,33290.50762
Hellmayrea gularis,386.6577731
Helmitheros vermivorum,505669.4296
Hemicircus canente,16642.67376
Hemicircus concretus,17697.96566
Hemicircus sordidus,211769.3681
Hemignathus affinis,0
Hemignathus hanapepe,0
Hemignathus lucidus,0
Hemignathus wilsoni,0
Hemimacronyx chloris,0
Hemiphaga chathamensis,27.51530612
Hemiphaga novaeseelandiae,7779.517775
Hemiprocne comata,224947.9894
Hemiprocne coronata,532909.8612
Hemiprocne longipennis,237310.8757
Hemiprocne mystacea,118468.4975
Hemipus hirundinaceus,237691.8108
Hemipus picatus,615206.6038
Hemitesia neumanni,8.098260645
Hemitesia pallidipes,75895.42821
Hemithraupis flavicollis,340046.358
Hemithraupis guira,1225819.602
Hemithraupis ruficapilla,10852.68632
Hemitriccus cinnamomeipectus,0
Hemitriccus cohnhafti,0
Hemitriccus diops,6864.317227
Hemitriccus flammulatus,319849.564
Hemitriccus furcatus,466.1141555
Hemitriccus granadensis,1958.372686
Hemitriccus griseipectus,140569.0394
Hemitriccus inornatus,946.5898448
Hemitriccus iohannis,143103.3573
Hemitriccus josephinae,17661.25005
Hemitriccus kaempferi,732.6832446
Hemitriccus margaritaceiventer,1656691.434
Hemitriccus minimus,146558.3133
Hemitriccus minor,101571.7038
Hemitriccus mirandae,0
Hemitriccus nidipendulus,7645.373005
Hemitriccus obsoletus,827.6073342
Hemitriccus orbitatus,9273.93749
Hemitriccus rufigularis,29.68811499
Hemitriccus spodiops,129.3496165
Hemitriccus striaticollis,522345.9925
Hemitriccus zosterops,90123.90813
Hemixos castanonotus,36361.19154
Hemixos cinereus,14241.78678
Hemixos connectens,0
Hemixos flavala,23971.33978
Hemixos leucogrammicus,1089.216112
Henicopernis infuscatus,130.358931
Henicopernis longicauda,116709.4924
Henicophaps albifrons,116017.6856
Henicophaps foersteri,213.3302933
Henicorhina anachoreta,0
Henicorhina leucophrys,5758.787533
Henicorhina leucoptera,0
Henicorhina leucosticta,202767.5018
Henicorhina negreti,0
Herpetotheres cachinnans,1874794.412
Herpsilochmus atricapillus,589301.0854
Herpsilochmus axillaris,0
Herpsilochmus dorsimaculatus,7394.681898
Herpsilochmus dugandi,11522.843
Herpsilochmus gentryi,670.7642841
Herpsilochmus longirostris,351853.7624
Herpsilochmus motacilloides,0
Herpsilochmus parkeri,0
Herpsilochmus pectoralis,20897.92995
Herpsilochmus pileatus,56.57851396
Herpsilochmus praedictus,252.8875106
Herpsilochmus roraimae,0
Herpsilochmus rufimarginatus,32961.40153
Herpsilochmus scapularis,288656.2474
Herpsilochmus sellowi,71783.07813
Herpsilochmus stictocephalus,25865.1152
Herpsilochmus sticturus,19064.55379
Herpsilochmus stotzi,0
Hesperiphona abeillei,1679.232674
Hesperiphona vespertina,553202.3477
Heteralocha acutirostris,1198.526093
Heterocercus aurantiivertex,56639.76585
Heterocercus flavivertex,19851.00022
Heterocercus linteatus,86556.92254
Heteromirafra archeri,475.4797982
Heteromirafra ruddi,0
Heteromunia pectoralis,366506.3528
Heteromyias albispecularis,0
Heteromyias armiti,34.73937289
Heteromyias cinereifrons,2855.03557
Heteronetta atricapilla,1403539.612
Heterophasia auricularis,0
Heterophasia capistrata,69.32439648
Heterophasia desgodinsi,1224.947707
Heterophasia gracilis,154.962197
Heterophasia melanoleuca,1009.947862
Heterophasia picaoides,34194.90461
Heterophasia pulchella,216.4601356
Heteroscenes pallidus,2458473.978
Heterospingus rubrifrons,704.8042779
Heterospingus xanthopygius,7449.224105
Heterotetrax humilis,39808.10108
Heterotetrax rueppelii,32400.44799
Heterotetrax vigorsii,83988.8983
Heteroxenicus stellatus,85.2852349
Hieraaetus ayresii,1400487.582
Hieraaetus morphnoides,2420332.456
Hieraaetus pennatus,6221787.411
Hieraaetus wahlbergi,2272346.516
Hieraaetus weiskei,104315.7135
Hierococcyx bocki,1713.763841
Hierococcyx fugax,219649.0132
Hierococcyx hyperythrus,620125.455
Hierococcyx nisicolor,292054.6244
Hierococcyx pectoralis,16476.35827
Hierococcyx sparverioides,1051750.39
Hierococcyx vagans,166640.8372
Hierococcyx varius,1091749.081
Himalayapsitta cyanocephala,922121.2532
Himalayapsitta finschii,159888.4645
Himalayapsitta himalayana,767.1228164
Himalayapsitta roseata,307889.5206
Himantopus himantopus,16180661.54
Himantopus novaezelandiae,9235.262069
Himantornis haematopus,186489.4967
Himatione fraithii,0
Himatione sanguinea,0
Hippolais icterina,5285996.869
Hippolais languida,2734562.919
Hippolais olivetorum,2717933.136
Hippolais polyglotta,2545368.508
Hirundapus caudacutus,3213370.373
Hirundapus celebensis,16742.74802
Hirundapus cochinchinensis,635412.1255
Hirundapus giganteus,458010.3639
Hirundinea bellicosa,788003.8679
Hirundinea ferruginea,2276.44531
Hirundo aethiopica,1313490.955
Hirundo albigularis,385487.2033
Hirundo angolensis,156800.7673
Hirundo atrocaerulea,225886.0046
Hirundo dimidiata,362655.9141
Hirundo javanica,665988.0134
Hirundo leucosoma,72995.69479
Hirundo lucida,268290.571
Hirundo megaensis,8041.656812
Hirundo neoxena,1865195.893
Hirundo nigrita,278557.8872
Hirundo nigrorufa,66150.37666
Hirundo rustica,15081519.98
Hirundo smithii,2660249.671
Hirundo tahitica,0
Histrionicus histrionicus,3376322.736
Histurgops ruficauda,15859.17242
Hodgsonius phaenicuroides,50517.17784
Hoploxypterus cayanus,1277862.275
Horizocerus albocristatus,21133.14435
Horizocerus cassini,193690.7795
Horizocerus granti,108476.028
Horizocerus hartlaubi,37771.96898
Horornis acanthizoides,1196.86004
Horornis annae,34.34559373
Horornis brunnescens,0
Horornis canturians,611448.7941
Horornis carolinae,57.43149126
Horornis diphone,21938.06873
Horornis flavolivaceus,35102.157
Horornis fortipes,146605.8405
Horornis haddeni,0
Horornis parens,0
Horornis ruficapilla,52332.79978
Horornis seebohmi,1.948535281
Houbaropsis bengalensis,186842.2128
Humblotia flavirostris,0
Hydrobates castro,3504937.154
Hydrobates cheimomnestes,0
Hydrobates furcatus,2480822.543
Hydrobates homochroa,19869.47872
Hydrobates hornbyi,476726.7047
Hydrobates jabejabe,2732541.838
Hydrobates leucorhous,7730081.069
Hydrobates macrodactylus,7417.826512
Hydrobates markhami,564349.2165
Hydrobates matsudairae,4775567.803
Hydrobates melania,471247.0903
Hydrobates microsoma,397251.9071
Hydrobates monorhis,7652573.666
Hydrobates monteiroi,0
Hydrobates pelagicus,4414644.738
Hydrobates socorroensis,0
Hydrobates tethys,611346.7921
Hydrobates tristrami,431482.1651
Hydrochous gigas,1606.810388
Hydrocoloeus minutus,2171018.337
Hydrophasianus chirurgus,1952116.525
Hydroprogne caspia,4082369.917
Hydropsalis cayennensis,386766.2104
Hydropsalis climacocerca,480089.0364
Hydropsalis maculicaudus,708376.5921
Hydropsalis torquata,2152660.074
Hydrornis baudii,104463.1183
Hydrornis caeruleus,100739.3938
Hydrornis cyaneus,32402.35799
Hydrornis elliotii,98171.33671
Hydrornis guajanus,20884.4928
Hydrornis gurneyi,0
Hydrornis irena,107246.3541
Hydrornis nipalensis,54442.44925
Hydrornis oatesi,2054.883692
Hydrornis phayrei,100256.2802
Hydrornis schneideri,1089.216112
Hydrornis schwaneri,104468.2701
Hydrornis soror,33747.34178
Hylatomus fuscipennis,10088.91651
Hylatomus lineatus,1697758.573
Hylatomus pileatus,254061.3144
Hylatomus schulzii,515378.8927
Hylexetastes perrotii,110898.7733
Hylexetastes stresemanni,28941.98145
Hylia prasina,282229.2831
Hyliota australis,146747.4543
Hyliota flavigaster,394630.0823
Hyliota usambara,0
Hyliota violacea,10583.82223
Hylocichla mustelina,489009.8659
Hylocitrea bonensis,0
Hylocitrea bonthaina,0
Hylomanes momotula,49092.40269
Hylonympha macrocerca,0
Hylopezus auricularis,502.7030671
Hylopezus berlepschi,215268.9402
Hylopezus dives,11783.69923
Hylopezus fulviventris,48648.08925
Hylopezus macularius,152767.668
Hylopezus nattereri,9356.929841
Hylopezus ochroleucus,34469.86894
Hylopezus perspicillatus,14902.75916
Hylophilus amaurocephalus,87323.42347
Hylophilus brunneiceps,0
Hylophilus flavipes,336289.5667
Hylophilus griseiventris,347528.2133
Hylophilus insularis,11.77865778
Hylophilus olivaceus,0
Hylophilus pectoralis,559836.1871
Hylophilus poicilotis,17633.89384
Hylophilus semicinereus,146499.8161
Hylophilus thoracicus,4581.018047
Hylophilus viridiflavus,2305.862319
Hylophylax naevioides,31533.95786
Hylophylax naevius,299786.6235
Hylophylax punctulatus,164055.2455
Hylopsar cupreocauda,8919.354368
Hylopsar purpureiceps,215585.975
Hylorchilus navai,0
Hylorchilus sumichrasti,0
Hymenolaimus malacorhynchos,3443.53796
Hymenops perspicillatus,2121281.813
Hypargos margaritatus,83065.31253
Hypargos niveoguttatus,189313.3917
Hypergerus atriceps,108841.9491
Hypnelus bicinctus,270689.5197
Hypnelus ruficollis,74435.10252
Hypocnemis cantator,30616.75588
Hypocnemis flavescens,11.95417263
Hypocnemis hypoxantha,110868.9137
Hypocnemis ochrogyna,59711.44557
Hypocnemis peruviana,142578.2236
Hypocnemis rondoni,0
Hypocnemis striata,49990.63688
Hypocnemis subflava,72439.84147
Hypocnemoides maculicauda,489590.7854
Hypocnemoides melanopogon,240473.3072
Hypocolius ampelinus,895933.431
Hypocryptadius cinnamomeus,0
Hypoedaleus guttatus,15702.49426
Hypopyrrhus pyrohypogaster,0.540855048
Hypositta corallirostris,3170.588512
Hypotaenidia dieffenbachii,31.89685934
Hypotaenidia immaculata,306.1343506
Hypotaenidia insignis,207.8901034
Hypotaenidia okinawae,27.99968662
Hypotaenidia owstoni,2.672646224
Hypotaenidia pacifica,0
Hypotaenidia philippensis,341582.7259
Hypotaenidia poeciloptera,12877.59214
Hypotaenidia rovianae,108.4340459
Hypotaenidia sylvestris,2.356453925
Hypotaenidia tertia,69.29381782
Hypotaenidia torquata,24039.86319
Hypotaenidia wakensis,0
Hypotaenidia woodfordi,187.4249206
Hypothymis azurea,1296396.232
Hypothymis coelestis,14301.37835
Hypothymis helenae,1683.37967
Hypothymis puella,7288.26258
Hypsipetes affinis,217.30784740000001
Hypsipetes amaurotis,56384.91339
Hypsipetes aureus,47.92562025
Hypsipetes borbonicus,0
Hypsipetes catarmanensis,9.272703565
Hypsipetes chloris,296.4955215
Hypsipetes crassirostris,28.89747757
Hypsipetes everetti,3446.803497
Hypsipetes ganeesa,12698.71638
Hypsipetes harterti,36.29258051
Hypsipetes haynaldi,29.3705552
Hypsipetes leucocephalus,526662.768
Hypsipetes longirostris,53.278948
Hypsipetes lucasi,59.89722342
Hypsipetes madagascariensis,26914.19714
Hypsipetes moheliensis,0
Hypsipetes mysticalis,110.5872707
Hypsipetes olivaceus,0
Hypsipetes parvirostris,0
Hypsipetes philippinus,7661.381054
Hypsipetes platenae,0
Hypsipetes rufigularis,598.4404182
Hypsipetes siquijorensis,104.0087073
Hypsipetes thompsoni,1804.975756
Ibidorhyncha struthersii,583673.174
Ibycter americanus,772539.8642
Icteria virens,1038383.949
Icterus abeillei,33178.23526
Icterus auratus,59448.48946
Icterus auricapillus,106709.4888
Icterus bonana,38.91257398
Icterus bullockiorum,833411.0747
Icterus cayanensis,418974.357
Icterus chrysater,114943.9019
Icterus chrysocephalus,244414.4731
Icterus croconotus,1062889.474
Icterus cucullatus,522760.4456
Icterus dominicensis,5673.073798
Icterus fuertesi,19929.95732
Icterus galbula,659638.8234
Icterus graceannae,20569.59307
Icterus graduacauda,74621.51526
Icterus gularis,159612.3988
Icterus icterus,194849.2901
Icterus jamacaii,143700.7
Icterus laudabilis,11.80702918
Icterus leucopteryx,409.5826229
Icterus maculialatus,56.02139246
Icterus melanopsis,52361.36656
Icterus mesomelas,197437.1189
Icterus nigrogularis,415113.8539
Icterus northropi,4540.074422
Icterus oberi,0
Icterus parisorum,317429.932
Icterus pectoralis,31276.40355
Icterus portoricensis,510.29134
Icterus prosthemelas,92902.56747
Icterus pustulatus,33828.38951
Icterus pyrrhopterus,1694955.518
Icterus spurius,703776.9431
Icterus wagleri,41797.91947
Icthyophaga humilis,614249.8958
Icthyophaga ichthyaetus,938253.1174
Ictinaetus malaiensis,350273.2545
Ictinia mississippiensis,1172999.566
Ictinia plumbea,1901892.109
Idiopsar brachyurus,2128.408328
Iduna caligata,2212901.234
Iduna natalensis,219639.1399
Iduna opaca,2246712.643
Iduna pallida,5773926.358
Iduna rama,3015244.536
Iduna similis,8180.013899
Ifrita kowaldi,0
Ilicura militaris,10679.42685
Illadopsis albipectus,92352.99183
Illadopsis cleaveri,72635.18172
Illadopsis distans,8073.229698
Illadopsis fulvescens,225123.9074
Illadopsis puveli,81489.81642
Illadopsis pyrrhoptera,3964.372789
Illadopsis rufescens,4102.902608
Illadopsis rufipennis,77568.35102
Illadopsis turdina,247.4772235
Incana incana,0
Incaspiza laeta,0
Incaspiza ortizi,0
Incaspiza personata,639.0490091
Incaspiza pulchra,0.002357563
Incaspiza watkinsi,0
Indicator archipelagicus,204736.5291
Indicator exilis,272581.6449
Indicator indicator,1458618.325
Indicator maculatus,264167.3062
Indicator meliphilus,231823.9701
Indicator minor,1816152.994
Indicator pumilio,257.3521461
Indicator variegatus,359930.5396
Indicator willcocksi,228020.3141
Indicator xanthonotus,0
Inezia caudata,233977.9605
Inezia inornata,820267.8224
Inezia subflava,141675.6334
Inezia tenuirostris,19173.40544
Iodopleura fusca,20955.55099
Iodopleura isabellae,234795.3176
Iodopleura pipra,10418.72107
Iole charlottae,198828.2513
Iole finschii,136299.5066
Iole palawanensis,171.6234439
Iole propinqua,46988.43221
Iole viridescens,43688.26074
Irania gutturalis,397210.7507
Irediparra gallinacea,494137.9786
Irena cyanogastra,14184.7349
Irena puella,617058.321
Irena tweeddalii,209.8286524
Iridophanes pulcherrimus,2.245563409
Iridosornis analis,0
Iridosornis jelskii,0
Iridosornis porphyrocephalus,0
Iridosornis reinhardti,0
Iridosornis rufivertex,351.7705121
Isleria guttata,64504.46026
Isleria hauxwelli,287133.9983
Islerothraupis cristata,384295.423
Islerothraupis luctuosa,912362.9758
Islerothraupis rufiventer,63764.84659
Ispidina lecontei,165966.8292
Ispidina picta,1773320.264
Ithaginis cruentus,9372.977239
Ixidia cyaniventris,154425.962
