OBJECTID,FID_AMPHIBIANS_Dissolve,id_no,binomial,original_area_km2,FID_Basins,Type,ID,Structure,Area,SubClass,MainClass,VERTEX,Shape_Length,Shape_Area,final_area_km2
1880,3523,57674,Anodonthyla boulengeri,80739.30348,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,10.62831824,0.047996251,562.331393
1881,3536,57687,Austrochaperina basipalmata,12356.16549,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.129536089,0.002858743,35.14214709
1882,3549,57701,Austrochaperina septentrionalis,4223.572879,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.112727997,0.000263369,3.236453752
1883,3552,57704,Barygenys atra,7470.587856,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.923116078,0.011203413,136.4458197
1884,3567,57720,Breviceps sopranus,12868.82018,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.06611179,0.028878298,313.675919
1885,3569,57722,Breviceps verrucosus,106155.5882,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,6.381173925,0.010842054,115.6720386
1886,3583,57738,Callulops kopsteini,575.7619633,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.417907753,0.00126116,15.512908
1887,3584,57739,Callulops marmoratus,3387.038482,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.95284255,0.015642556,191.0487227
1888,3585,57740,Callulops personatus,17280.8711,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.508970188,0.000382891,4.70283078
1889,3587,57743,Asterophrys slateri,48925.60663,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.786451636,0.251759439,3073.303369
1890,3612,57768,Choerophryne rostellifer,7354.555428,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.441823564,0.022555171,276.8811439
1891,3641,57800,Copiula tyleri,26742.53555,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.61920574,0.004923086,60.49647007
1892,3539,57690,Austrochaperina derongo,82457.40212,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,10.23778772,0.621231891,7635.688119
1893,3540,57691,Copiula guttata,22480.01172,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.003853602,0.072629905,886.882089
1894,3544,57696,Austrochaperina novaebritanniae,35333.54323,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,16.12605006,0.016006665,196.1757962
1895,3545,57697,Austrochaperina palmipes,29095.86356,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.110070883,0.000112553,1.364855441
1896,3546,57698,Austrochaperina parkeri,12207.16199,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,9.1555627,0.047406924,577.6560518
1897,5839,153568,Bufotes boulengeri,1846598.969,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,504.6131474,36.90892243,388198.7663
1898,5840,153569,Bufotes siculus,24225.35096,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,11.49986163,0.015232623,148.8248286
1899,5842,153571,Bufotes variabilis,3502931.514,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,783.8848261,52.39412148,491188.9541
1900,3625,57783,Cophixalus pipilans,5788.515558,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.230818802,0.000201148,2.470293563
1901,3635,57794,Copiula fistulans,12505.47272,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.079129973,0.021017083,256.2870442
1902,3605,57761,Elachistocleis panamensis,146438.7746,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,94.82092332,3.287287476,39973.96131
1903,3647,57806,Dyscophus insularis,161545.5392,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,86.16950132,1.776591251,20558.75976
1904,3752,57914,Oreophryne geislerorum,20913.78897,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,8.212853989,0.047793628,582.4254533
1905,3611,57767,Choerophryne proboscidea,33341.62357,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,24.02380303,0.288028232,3536.478763
1906,3739,57901,Oreophryne albopunctata,1897.142588,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.831294182,0.142095402,1743.255778
1907,3744,57906,Oreophryne biroi,33999.45591,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,20.65460917,0.218935371,2688.320105
1908,3745,57907,Oreophryne brachypus,13139.52771,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.248733685,0.003278345,40.19380572
1909,3753,57915,Oreophryne hypsiops,74884.09738,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,32.75158609,0.549120006,6741.473516
1910,3805,57970,Rhombophryne coudreaui,14705.1837,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,8.413796885,0.040871544,483.6315047
1911,3765,57927,Oreophryne parkeri,3331.34536,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.828229647,0.001994411,24.51512581
1912,3767,57929,Oreophryne rookmaakeri,5646.149078,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.884273647,0.002380033,28.87517431
1913,3802,57967,Plethodontohyla bipunctata,79986.54312,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,35.16022137,0.253505061,2911.269849
1914,3655,57814,Gastrophryne elegans,185653.6248,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,85.56715645,1.896598302,22184.54901
1915,3890,58059,Anhydrophryne hewitti,43053.89435,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.135539244,0.002577247,27.2037212
1916,3830,57996,Scaphiophryne brevis,76852.63874,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,35.26354673,1.201409012,13771.86434
1917,3831,57997,Scaphiophryne calcarata,146918.5899,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,93.55476264,1.759369084,20350.06866
1918,3834,58000,Scaphiophryne marmorata,12136.84311,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.372032704,0.002209587,25.91808064
1919,3891,58060,Arthroleptella landdrosia,473.6990779,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.133654057,0.000225094,2.297170276
1920,3892,58061,Arthroleptella lightfooti,253.9686914,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.624267396,0.0006889,7.042758939
1921,3894,58063,Arthroleptella villiersi,5675.610203,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.172111631,0.015184952,154.6234401
1922,3903,58072,Cacosternum platys,269.5278413,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.901621935,0.001410022,14.41516627
1923,3904,58073,Cacosternum striatum,37838.10587,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.775633179,0.020309661,220.2430544
1924,3532,57683,Asterophrys turpicola,263049.388,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,58.75663086,1.920697719,23548.65958
1925,3907,58076,Natalobatrachus bonebergi,5826.869459,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.122562502,0.001753748,18.33982516
1926,3770,57932,Oreophryne variabilis,8400.099404,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.015857695,7.3593E-06,0.090254199
1927,3792,57955,Cophyla barbouri,37240.9883,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,3.443028872,0.018155963,215.3357555
1928,3793,57957,Cophyla grandis,129126.4286,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,53.45892109,0.462563527,5355.256155
1929,3800,57964,Cophyla tuberifera,62214.60334,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.10001341,0.027578952,327.4148036
1930,3801,57965,Plethodontohyla alluaudi,107063.9488,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,9.266199123,0.094211787,1090.671341
1931,4053,58241,Cornufer wolfi,7159.698578,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.416730465,0.008498136,103.9958809
1932,3974,58153,Poyntonia paludicola,695.2765054,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.09340926,0.001700117,17.35263607
1933,3983,58162,Pipa parva,83384.85082,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,58.32858375,2.483791592,30125.48548
1934,3757,57919,Oreophryne jeffersoniana,18242.15058,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,17.61727524,0.017152998,208.8610358
1935,3901,58070,Cacosternum nanum,229198.2079,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,45.20481118,0.24990555,2629.993156
1936,3738,57900,Ctenophryne aterrima,153830.1495,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,19.65232097,0.154838341,1890.50746
1937,3709,57869,Mantophryne lateralis,364421.6771,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,101.6763771,1.944729971,23793.7269
1938,3616,57774,Cophixalus biroi,21169.91167,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.576696486,0.182169396,2236.789961
1939,3617,57775,Cophixalus cheesmanae,101120.2467,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,9.930099639,0.053463028,652.4658381
1940,3847,58014,Stumpffia tetradactyla,427.262804,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.163070039,0.001217578,14.27975567
1941,3851,58018,Synapturanus salseri,390984.6526,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,8.989708159,0.130106223,1598.587399
1942,3864,58031,Xenorhina mehelyi,61424.37165,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,13.81806259,0.414656123,5060.143786
1943,3866,58033,Xenorhina obesa,49804.99776,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,18.69754041,0.540756989,6641.546587
1944,3869,58036,Xenorhina rostrata,69082.17538,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,18.03381048,0.403149636,4949.005086
1945,3873,58040,Xenorhina tumulus,60781.62894,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.262292958,0.000502948,6.17776058
1946,4046,58234,Cornufer elegans,8623.438987,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.240829977,0.004926029,60.2940416
1947,4048,58236,Cornufer mediodiscus,6731.983521,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,6.535829835,0.006241245,76.41720005
1948,4049,58237,Cornufer minutus,9220.542808,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.241115853,0.004928381,60.3228348
1949,4051,58239,Cornufer trossulus,15624.74242,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,18.62550268,0.034674487,423.2861864
1950,4052,58240,Cornufer vertebralis,30092.42531,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,49.45896688,0.07208795,878.7159404
1951,4054,58242,Cornufer guentheri,29925.07372,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,53.27450964,0.084148512,1025.913907
1952,4064,58255,Cornufer bufoniformis,24495.7668,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,42.09577692,0.064928138,791.8864842
1953,4065,58256,Cornufer guppyi,64429.88867,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,57.23315067,0.081297774,992.0622358
1954,4066,58257,Cornufer malukuna,4358.343088,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.442534558,0.008595849,104.7632245
1955,4243,58446,Cornufer heffernani,9945.081567,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,13.13117528,0.029108576,355.1517473
1956,4244,58447,Cornufer acrochordus,14553.68087,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,17.78306403,0.036510711,445.7511666
1957,4250,58453,Cornufer browni,903.8944071,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.087859648,7.02974E-05,0.862462064
1958,4256,58459,Cornufer gilliardi,35333.54323,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,16.12604996,0.016006666,196.1758016
1959,4258,58461,Cornufer hedigeri,29167.28189,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,52.14011266,0.07845101,956.4108888
1960,3807,57972,Plethodontohyla inguinalis,71198.42217,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,3.993716923,0.0268761,319.1856133
1961,3808,57973,Rhombophryne laevipes,21654.37332,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.233293111,0.001016646,11.95600813
1962,3809,57974,Plethodontohyla mihanika,34744.74804,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.484794762,0.00163977,19.19511812
1963,3811,57976,Plethodontohyla notosticta,102694.8421,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,22.90933451,0.125781888,1456.359441
1964,3812,57977,Plethodontohyla ocellata,58038.30402,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,20.55778135,0.187980788,2177.389283
1965,3827,57993,Elachistocleis pearsei,201428.6849,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,111.0378506,3.909178322,47453.2785
1966,4067,58258,Cornufer opisthodon,12934.23127,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,12.24650399,0.052613179,638.4263906
1967,4068,58259,Cornufer vogti,1977.319535,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.623180253,0.00094888,11.67182876
1968,4077,58272,Fejervarya iskandari,1007.257275,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.53897426,0.00026943,3.28008983
1969,4097,58293,Fejervarya verruculosa,42748.73281,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,19.40322655,0.033282685,404.642075
1970,4107,58303,Wijayarana masonii,29549.45722,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,3.006227383,0.010940851,133.6197294
1971,4132,58331,Limnonectes dammermani,18634.55292,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.844100007,0.005534525,67.3707681
1972,4143,58342,Limnonectes kadarsani,34652.03999,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,24.55611105,0.037582691,457.6516661
1973,4272,58475,Cornufer parkeri,9272.744694,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,6.536333706,0.006240655,76.40999279
1974,4276,58479,Platymantis rhipiphalcus,4232.483232,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.735499468,0.002055349,25.19398275
1975,4277,58480,Cornufer schmidti,42353.0835,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,24.18294577,0.024256788,297.4953832
1976,4279,58482,Cornufer solomonis,31798.0342,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,61.04120029,0.093953004,1145.301124
1977,4282,58485,Cornufer weberi,32206.75947,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,65.17942132,0.100910567,1230.117902
1978,3835,58002,Scaphiophryne spinosa,91166.30909,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,49.11842472,0.35553669,4097.350426
1979,3836,58003,Scaphiophryne verrucosa,13.98258805,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.050637844,9.06641E-05,1.025092338
1980,3838,58005,Sphenophryne cornuta,470002.456,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,165.2138505,5.860600743,71821.44776
1981,4337,58546,Lithobates areolatus,636715.455,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,76.64138825,5.13621448,54194.45404
1982,4152,58351,Limnonectes macrodon,66067.40066,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,67.0915981,1.674028452,20458.64888
1983,4249,58452,Cornufer boulengeri,17082.71234,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,14.6646955,0.014377543,176.2114377
1984,4263,58466,Cornufer macrosceles,83.71549849,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.004107537,6.79414E-07,0.008325266
1985,4264,58467,Cornufer magnus,7148.563819,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,8.068164022,0.008251711,101.3390437
1986,4265,58468,Cornufer mimicus,35333.54323,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,16.12604978,0.016006665,196.1757914
1987,4269,58472,Cornufer neckeri,15229.78596,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,17.74460208,0.032417597,395.7075088
1988,4270,58473,Cornufer nexipus,22622.32014,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.7070773,0.002094256,25.67569143
1989,4245,58448,Cornufer aculeodactylus,13049.99744,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,16.89322618,0.033987849,414.9264575
1990,4246,58449,Cornufer akarithymus,16228.94153,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,16.13148693,0.019151503,234.6906476
1991,4407,58626,Papurana jimiensis,123619.9125,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,3.586508526,0.095064042,1168.383914
1992,4159,58358,Limnonectes microdiscus,142980.3959,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,80.87116922,1.740498167,21269.36234
1993,4161,58360,Limnonectes modestus,226867.2602,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,133.7387917,0.629213935,7730.917162
1994,4397,58614,Lithobates heckscheri,253555.5444,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,117.1352506,1.27799869,13471.04232
1995,3654,57813,Gastrophryne carolinensis,1576046.798,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,365.2106428,20.97354098,222012.6695
1996,4446,58668,Chalcorana mocquardii,179694.097,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,94.22232684,0.582198324,7152.366898
1997,3558,57711,Breviceps acutirostris,6682.425639,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.507663514,0.008149567,83.09220806
1998,3559,57712,Breviceps adspersus,2329144.576,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,234.7772633,30.48524703,351486.8379
1999,3560,57713,Breviceps bagginsi,2431.627966,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.271577923,0.001790128,18.86844265
2000,3561,57714,Breviceps fuscus,7155.715128,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.146015548,0.009951123,101.9269131
2001,3563,57716,Breviceps mossambicus,1579734.511,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,315.1671936,21.55944301,250985.4121
2002,2569,56670,Strabomantis ingeri,701.8163406,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.79349045,0.004817292,59.09987309
2003,2571,56672,Eleutherodactylus inoptatus,47934.83875,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,30.96900262,0.313145206,3654.890283
2004,2576,56677,Eleutherodactylus ionthus,2866.396545,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.358833241,0.000222057,2.572659463
2005,2580,56681,Eleutherodactylus jamaicensis,3409.603323,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.669327975,0.00045397,5.319668097
2006,2583,56684,Eleutherodactylus johnstonei,89710.19683,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,43.11702898,0.47316183,5748.220265
2007,3673,57832,Hypopachus variolosus,759251.1505,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,368.3128334,15.00005982,172314.334
2008,4205,58408,Occidozyga celebensis,169344.1905,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,78.85234036,0.56526611,6944.527243
2009,4211,58414,Occidozyga semipalmata,114079.0672,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,57.95061633,0.508465716,6246.711797
2010,4354,58564,Lithobates capito,352031.9023,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,177.9396053,5.441723687,59120.34376
2011,4414,58633,Papurana kreffti,26624.43577,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,48.8988139,0.083184672,1013.895575
2012,4520,58749,Lithobates warszewitschii,157308.5173,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,59.56781742,0.733144654,8845.332473
2013,4534,58764,Strongylopus bonaespei,28830.12481,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,9.725982381,0.051636076,525.4045544
2014,4535,58765,Strongylopus fasciatus,779915.3446,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,62.91530037,1.328523529,14888.2215
2015,4541,58771,Strongylopus rhodesianus,28243.57106,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.0861078,0.085060756,983.6082022
2016,4545,58776,Tomopterna delalandii,216013.652,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,61.87006747,1.603090756,16899.80875
2017,4546,58777,Tomopterna krugerensis,1212759.966,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,132.963079,20.33804938,234379.9298
2018,4548,58779,Tomopterna natalensis,497232.875,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,46.97512652,1.222329797,13664.33988
2019,4571,58804,Nyctixalus margaritifer,17371.87352,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.611715968,0.000284306,3.470988921
2020,4787,59059,Ambystoma jeffersonianum,470695.7537,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,6.250610076,0.006937293,64.94292972
2021,4726,58991,Rhacophorus edentulus,149749.3443,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,68.45475467,0.55505113,6818.812213
2022,4729,58996,Rhacophorus georgii,4523.270063,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.538787897,0.007023069,86.13463325
2023,4487,58713,Lithobates septentrionalis,1981057.219,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,99.96572665,0.210251631,1716.348458
2024,4848,59135,Bolitoglossa adspersa,22488.82467,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.766689018,0.028632499,351.2812042
2025,4849,59136,Bolitoglossa alberchi,8179.756064,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.222745343,0.000508397,5.94220974
2026,4797,59069,Ambystoma talpoideum,678159.6411,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,150.991379,7.039285959,72406.39975
2027,4305,58511,Ptychadena mossambica,2865059.695,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,693.1697753,41.73158834,492750.5692
2028,4488,58714,Lithobates sevosus,21390.35819,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,18.58224857,0.277630774,2954.860663
2029,4497,58725,Papurana supragrisea,236646.098,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,13.74481863,0.06606825,812.3752177
2030,4518,58747,Lithobates virgatipes,166515.5769,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,91.09918153,1.052034831,10665.4158
2031,4799,59071,Ambystoma texanum,1389177.981,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,138.2810095,12.81804025,133637.2449
2032,4801,59075,Amphiuma pholeter,52177.18305,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,50.04871432,0.588769953,6285.016679
2033,4802,59076,Amphiuma tridactylum,477335.8657,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,118.5626713,12.34652914,128617.769
2034,4803,59077,Cryptobranchus alleganiensis,513174.0239,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.772915648,0.089381288,879.7231254
2035,4868,59156,Bolitoglossa dofleini,5278.028157,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.398879861,0.001134608,13.46178417
2036,4903,59195,Bolitoglossa phalarosoma,13776.43493,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.174979296,0.00025733,3.142361203
2037,4853,59140,Bolitoglossa biseriata,113714.7089,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,41.02276204,0.450089016,5494.459831
2038,4863,59151,Bolitoglossa cuna,782.4760662,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.193881826,0.000107075,1.302624815
2039,4922,59217,Bolitoglossa walkeri,14434.0536,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.914052254,0.005731059,70.32260839
2040,4923,59218,Bolitoglossa yucatana,58558.276,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,28.27626137,3.457755788,39864.19194
