OBJECTID,SISID,binomial,Shape_Length,Shape_Area,Original_area_km2
8831,22727848,Treron australis,87.03692413,43.54924362,505557.1502
8832,22727856,Ducula badia,397.9431763,251.0341906,2980299.663
8833,22727864,Ducula cuprea,19.98787148,6.27871352,75659.18385
8834,22727871,Prioniturus discurus,106.0566947,14.14663844,171737.9725
8835,22727878,Prioniturus mindorensis,5.37779916,0.82084002,9853.020903
8836,22727885,Coracopsis nigra,67.64925834,50.91158807,591109.9279
8837,22727890,Coracopsis barklyi,0.40838959,0.003862466,47.41196318
8838,22727893,Ninox squamipila,12.72662544,1.484341351,18242.59695
8839,22727900,Ninox hypogramma,17.53147697,1.633599234,20104.79015
8840,22727909,Ninox hantu,4.445072748,0.684531513,8411.243914
8841,22727916,Ninox forbesi,10.58306685,0.349744834,4268.149888
8842,22727923,Oreonympha nobilis,6.849232727,3.026813322,36217.7837
8843,22727930,Oreonympha albolimbata,5.985894948,2.145271327,25708.01791
8844,22727941,Actenoides regalis,14.33044191,1.56299667,19210.35245
8845,22727950,Colaptes melanochloros,149.8804102,404.7906989,4723714.968
8846,22727957,Colaptes melanolaimus,81.7116818,217.017845,2313795.411
8847,22727969,Himantopus himantopus,4941.813183,6353.845373,65666294.44
8848,22727981,Cyanoramphus novaezelandiae,128.4320384,30.65306276,285769.5681
8849,22727987,Batrachostomus javensis,232.5619871,116.2267151,1413571.831
8850,22727993,Campylopterus curvipennis,50.43617078,24.52448196,286214.7169
8851,22727999,Ramphastos ambiguus,199.2719775,48.99475438,597515.2425
8852,22728011,Pterodroma feae,231.0599201,1173.94649,12674546.62
8853,22728020,Buteo oreophilus,141.9527999,55.17493395,674699.2312
8854,22728031,Otidiphaps aruensis,15.60136261,0.588941844,7208.367312
8855,22728038,Ramphiculus fischeri,38.48331571,3.27826293,40322.38895
8856,22728045,Ramphiculus meridionalis,1.178553055,0.081564005,999.8812875
8857,22728052,Ptilinopus ornatus,9.418493648,2.369153623,29156.04882
8858,22728059,Ptilinopus gestroi,116.1022803,31.45833655,385484.9566
8859,22728066,Ptilinopus porphyraceus,25.58232642,0.285786253,3346.875158
8860,22728074,Ptilinopus hernsheimi,1.045483278,0.009603925,117.7306818
8861,22728082,Ptilinopus solomonensis,68.8999282,5.150703571,63045.61151
8862,22728089,Ptilinopus speciosus,5.772867668,0.237549104,2923.603819
8863,22728096,Ducula myristicivora,15.93145831,0.613155702,7545.931463
8864,22728104,Ducula geelvinkiana,5.457199054,0.239938177,2952.995028
8865,22728111,Hierococcyx sparverioides,979.7973301,647.1329981,7306367.604
8866,22728118,Hierococcyx bocki,64.98170656,23.47002626,288310.1542
8867,22728125,Hierococcyx fugax,196.9013608,114.9773162,1412732.654
8868,22728132,Pteroglossus bitorquatus,75.46421856,67.81886365,831489.6586
8869,22728139,Pteroglossus sturmii,40.93854187,111.103206,1348001.127
8870,22728146,Ramphiculus subgularis,5.371950452,0.217057602,2670.994234
8871,22728153,Coccyzus merlini,50.69423788,9.578250345,109791.8392
8872,22728160,Coccyzus bahamensis,19.16967729,0.545420041,6120.73199
8873,22728167,Surniculus lugubris,312.1305057,149.3449034,1813512.304
8874,22728176,Treron griveaudi,3.016380978,0.12624351,1521.691467
8875,22728182,Butorides striata,4791.059811,4727.258929,53950602.46
8876,22728199,Rhea pennata,68.22887279,76.8905982,670470.5286
8877,22728206,Rhea tarapacensis,30.12299115,37.26446017,424771.1611
8878,22728212,Cyrtonyx montezumae,87.69979716,67.72771772,754087.8985
8879,22728215,Scleroptila whytei,16.45818687,3.478449704,42251.69021
8880,22728223,Scleroptila shelleyi,193.2267488,108.4559463,1271440.027
8881,22728231,Pternistis castaneicollis,45.74348894,21.71215027,264516.4834
8882,22728235,Pternistis atrifrons,4.507029633,0.200642181,2464.331766
8883,22728238,Rhizothera longirostris,224.2833953,105.2467274,1292600.911
8884,22728242,Rhizothera dulitensis,5.826970985,0.15374553,1884.637508
8885,22728245,Chlamydotis undulata,132.7841292,314.2042276,3413427.202
8886,22728252,Ninox spilocephala,42.53092819,7.932355897,96776.28184
8887,22728265,Ptilinopus ponapensis,3.080978031,0.036313921,443.7664078
8888,22728271,Ptilinopus fasciatus,5.256105733,0.257664767,3082.711767
8889,22728277,Geotrygon saphirina,52.67025601,46.40752525,569148.544
8890,22728282,Geotrygon purpurata,16.581964,4.651026941,57184.34155
8891,22728285,Patagioenas maculosa,106.7423366,341.5270392,3659656.57
8892,22728289,Patagioenas albipennis,54.20212447,50.59146739,596976.5001
8893,22728292,Amazona autumnalis,184.2509522,82.29408975,977173.2453
8894,22728296,Amazona lilacina,7.327689211,0.729927198,8978.020671
8895,22728299,Chlorodrepanis flava,2.500838807,0.136258956,1563.72346
8896,22728303,Anas chlorotis,90.06072712,6.910753201,63707.35179
8897,22728310,Circus maillardi,2.627480389,0.129419346,1488.833247
8898,22728318,Diomedea antipodensis,1943.440227,11786.50283,71166717.2
8899,22728323,Diomedea sanfordi,2032.41789,2313.901683,19175688.22
8900,22728328,Thalassarche bulleri,1452.450741,5323.881969,42393007.99
8901,22728349,Thalassarche impavida,1283.909994,14117.76767,108996629.2
8902,22728354,Eunymphicus uvaeensis,1.405164906,0.013261003,153.075738
8903,22728359,Zoothera turipavae,1.040054834,0.007947162,96.45735621
8904,22728364,Diomedea dabbenena,605.3157826,4030.299287,38655430.96
8905,22728372,Thalassarche carteri,1359.886612,4166.838274,470264580.2
8906,22728377,Phyllomyias urichi,14.33995946,0.088998541,1078.779971
8907,22728387,Acrocephalus tangorum,84.96502116,111.3422556,973209.1837
8908,22728393,Ammospiza nelsoni,746.3434748,349.3247172,2904413.594
8909,22728410,Antilophia bokermanni,0.917912311,0.002665231,32.54435266
8910,22728413,Apalis flavigularis,1.222784891,0.043293094,513.1581649
8911,22728418,Arremon franciscanus,11.38148033,4.461616757,53111.0741
8912,22728429,Cacatua ophthalmica,25.44546945,2.638446737,32330.96934
8913,22728432,Puffinus mauretanicus,807.7056729,448.7946042,3816126.793
8914,22728437,Procellaria conspicillata,268.7814828,1169.583234,12020603.14
8915,22728442,Pterodroma atrata,160.7416964,813.0156402,9327468.434
8916,22728447,Otus alius,2.379334053,0.081709142,998.3026654
8917,22728454,Hylopezus auricularis,2.193400931,0.053354892,645.1015541
8918,22728459,Aegotheles tatei,2.950852284,0.299969361,3664.106882
8919,22728464,Scytalopus iraiensis,9.23778783,0.470661402,5149.652764
8920,22728467,Catharus bicknelli,115.5729666,5.521641863,49189.62878
8921,22728472,Centrocercus minimus,10.64719246,0.99901539,9683.21153
8922,22728485,Chondrohierax wilsonii,48.85088745,9.386620277,107595.7255
8923,22728490,Pyrrholaemus sagittatus,123.0184639,119.8290616,1269134.813
8924,22728501,Aerodramus nuditarsus,49.52732671,29.7879841,364846.1344
8925,22728504,Conopophaga cearae,9.827305025,4.801137923,58579.11446
8926,22728514,Megapodius geelvinkianus,5.25804765,0.239499759,2947.599196
8927,22728519,Ortalis columbiana,16.57309287,9.549133484,117133.4932
8928,22728525,Rallus tenuirostris,19.65999505,16.37353526,189444.0826
8929,22728530,Pseudocolaptes johnsoni,6.742578328,0.575928064,7073.972503
8930,22728535,Laniisoma buckleyi,27.99153546,2.964792254,35910.94162
8931,22728544,Incana incana,3.090703948,0.300555011,3614.005471
8932,22728552,Lagonosticta sanguinodorsalis,15.76007799,2.319564391,28120.55238
8933,22728558,Vidua maryae,11.80434076,0.99187197,12038.87246
8934,22728563,Atlapetes forbesi,6.292833133,1.520476242,18195.91436
8935,22728571,Atlapetes terborghi,2.987128743,0.408220416,4903.082459
8936,22728576,Atlapetes canigenis,10.11663308,2.931056758,35227.79302
8937,22728583,Aerodramus bartschi,3.467451586,0.088005527,1045.455777
8938,22728591,Trochalopteron ngoclinhense,0.698038059,0.012964545,154.3236508
8939,22728596,Lonchura fuscata,19.7069722,2.025254366,24603.84341
8940,22728599,Otus siaoensis,0.497331974,0.009368442,115.1881101
8941,22728605,Zosterops nehrkorni,0.163484085,0.001241323,15.25159545
8942,22728610,Ninox ios,27.54067586,5.596948815,68875.23284
8943,22728616,Gymnocrex talaudensis,1.657787673,0.068626581,842.4289493
8944,22728621,Esacus magnirostris,1325.640668,185.0561222,2206776.389
8945,22728643,Dromaius minor,1.716242287,0.114911828,1091.656776
8946,22728658,Alopochen mauritiana,2.084928057,0.162327787,1877.189754
8947,22728662,Anas theodori,4.02190006,0.383257171,4418.350942
8948,22728666,Anas marecula,0.272263378,0.005444987,53.20230034
8949,22728670,Upupa antaios,0.475360846,0.01067102,126.4164546
8950,22728673,Cyanoramphus ulietanus,0.809783104,0.014550867,171.6350352
8951,22728696,Psittacara labati,2.58998279,0.124138331,1468.662106
8952,22728701,Amazona violacea,2.58998279,0.124138331,1468.662106
8953,22728705,Amazona martinicana,2.382389909,0.09583777,1142.304294
8954,22728709,Chlorostilbon elegans,6.98685576,0.941432364,11025.47439
8955,22728712,Nesoenas duboisi,2.607056562,0.218468862,2512.652067
8956,22728722,Nesoenas rodericanus,0.529472572,0.00956312,110.9838279
8957,22728726,Porphyrio caerulescens,1.936972004,0.220929384,2541.161188
8958,22728732,Porphyrio kukwiedei,17.09263537,1.443659186,16581.5014
8959,22728740,Hypotaenidia poeciloptera,738.0932093,6.623510054,509987285.3
8960,22728746,Mundia elpenor,0.396221951,0.007910429,96.46049539
8961,22728754,Laterallus podarces,0.475360846,0.01067102,126.4164546
8962,22728757,Zapornia nigra,1.608161384,0.090382978,1061.308812
8963,22728760,Zapornia astrictocarpus,0.475360846,0.01067102,126.4164546
8964,22728763,Gallinula nesiotis,0.393549276,0.010609686,104.6558433
8965,22728769,Fulica newtonii,4.02190006,0.383257171,4418.350942
8966,22728772,Prosobonia ellisi,0.538136055,0.011377025,133.701626
8967,22728777,Nycticorax mauritianus,2.084928057,0.162327787,1877.189754
8968,22728781,Nycticorax duboisi,1.936972004,0.220929384,2541.161188
8969,22728787,Nycticorax megacephalus,0.529472572,0.00956312,110.9838279
8970,22728791,Threskiornis solitarius,1.936972004,0.220929384,2541.161188
8971,22728800,Pterodroma rupinarum,0.475360846,0.01067102,126.4164546
8972,22728804,Bulweria bifax,0.475360846,0.01067102,126.4164546
8973,22728808,Fregetta maoriana,70.1858613,154.5655125,1598110.802
8974,22728814,Anthornis melanocephala,4.618893627,0.089100368,794.821308
8975,22728820,Turnagra tanagra,49.29258434,11.92660525,115372.9254
8976,22728825,Chloridops kona,4.407226966,0.899242846,10443.06542
8977,22728833,Porphyrio mantelli,52.45278013,11.96356783,115741.3835
8978,22728841,Nannococcyx psix,0.396086189,0.00791027,96.45856567
8979,22728844,Lophopsittacus bensoni,2.084928057,0.162327787,1877.189754
8980,22728847,Lophopsittacus mauritianus,2.084928057,0.162327787,1877.189754
8981,22728851,Necropsittacus rodricanus,0.529472572,0.00956312,110.9838279
8982,22728856,Mascarenotus murivorus,0.529472572,0.00956312,110.9838279
8983,22728861,Mascarenotus sauzieri,2.084928057,0.162327787,1877.189754
8984,22728866,Mascarenotus grucheti,1.936972004,0.220929384,2541.161188
8985,22728873,Cabalus modestus,4.635510157,0.089133605,795.1160699
8986,22728884,Aphanapteryx bonasia,2.084928057,0.162327787,1877.189754
8987,22728889,Erythromachus leguati,0.529472572,0.00956312,110.9838279
8988,22728892,Caracara lutosa,0.827226829,0.024071429,259.8793322
8989,22728902,Poodytes rufescens,4.368686828,0.088591492,790.3097392
8990,22728910,Akialoa obscura,4.407277712,0.899247942,10443.12463
8991,22728939,Phylloscopus sindianus,198.5806382,452.0914666,4634628.59
8992,22728944,Loxia leucoptera,2213.387641,2931.632418,20397224.31
8993,22728950,Urile pelagicus,3747.789354,2938.064026,19126655.74
8994,22728956,Colinus virginianus,491.2167845,431.0383865,4364532.809
8995,22728963,Zentrygon lawrencii,22.34951307,0.656064996,7969.993181
8996,22728969,Otus sunia,1082.343719,764.5579399,8010981.936
8997,22728985,Leucosticte australis,17.44488286,18.28589893,178378.0403
8998,22728990,Sula granti,129.3347475,114.5439199,1391343.148
8999,22729000,Brachyramphus perdix,226.4448293,174.2745812,1281757.824
9000,22729005,Glaucidium costaricanum,7.295240074,0.874393672,10616.39443
9001,22729012,Glaucidium griseiceps,88.30045739,22.71244645,270295.5866
9002,22729019,Glaucidium palmarum,44.92572166,19.78004668,226314.3243
9003,22729026,Anthracothorax veraguensis,16.71921567,2.498564454,30443.46595
9004,22729031,Chlorostilbon auriceps,42.9178137,17.80035119,206496.551
9005,22729036,Lampornis calolaemus,10.22906449,0.905604046,10988.51928
9006,22729044,Leuconotopicus arizonae,35.82721306,29.71948079,330038.694
9007,22729055,Xiphorhynchus susurrans,204.1358032,52.83774493,640962.1009
9008,22729060,Thamnophilus atrinucha,179.721626,48.03987429,583514.565
9009,22729067,Myrmotherula pacifica,87.46193922,19.34164987,236643.9519
9010,22729072,Hylopezus dives,69.83661652,14.83735881,179843.8288
9011,22729076,Scytalopus chocoensis,16.13396084,2.109523795,25911.37762
9012,22729082,Calyptophilus tertius,12.83783243,0.539525618,6314.222435
9013,22729087,Ramphocelus costaricensis,14.6675674,1.46615426,17833.43885
9014,22729092,Spindalis nigricephala,6.877695596,0.941118509,11021.79272
9015,22729097,Spindalis dominicensis,26.60710675,6.414682158,74799.65471
9016,22729102,Spindalis portoricensis,5.544643514,0.749520235,8774.419367
9017,22729107,Sporophila funerea,216.4620941,60.55603661,730951.7832
9018,22729118,Agelaius assimilis,6.428275107,0.357111998,4077.066467
9019,22729123,Icterus bullockiorum,254.7227689,511.2293703,5156737.213
9020,22729128,Icterus abeillei,28.20848717,34.36268135,395099.8468
9021,22729138,Lonchura atricapilla,969.6303348,366.0945365,4325666.725
9022,22729143,Baeolophus ridgwayi,60.22740764,108.2777736,1055923.981
9023,22729148,Garrodia nereis,976.2489659,3455.008546,28451292.06
9024,22729157,Psittacara rubritorquis,25.17899074,9.117444327,108830.9214
9025,22729162,Glaucidium parkeri,37.12808925,2.381996756,29012.80302
9026,22729169,Phyllaemulor bracteatus,86.83118224,417.2651394,5114629.105
9027,22729172,Chordeiles rupestris,168.311614,133.8975314,1639519.955
9028,22729176,Antrostomus ekmani,33.06664986,1.557762493,18166.18767
9029,22729181,Heliangelus micraster,8.584727949,1.455444976,17855.72626
9030,22729189,Momotus aequatorialis,82.89745882,7.992956232,97380.37174
9031,22729209,Cranioleuca baroni,15.4657195,8.618589761,104863.2599
9032,22729219,Phacellodomus maculipectus,26.47148191,10.66905853,119562.3919
9033,22729224,Herpsilochmus dugandi,24.34508638,18.86058947,231967.583
9034,22729229,Cercomacroides laeta,66.57276566,32.02204775,393671.0558
9035,22729245,Scytalopus atratus,66.48523495,15.30756282,187468.2749
9036,22729251,Scytalopus bolivianus,26.2179193,5.417289638,64274.56001
9037,22729258,Scytalopus sanctaemartae,2.797738139,0.374146901,4525.004226
9038,22729265,Scytalopus caracae,5.532620853,0.432192046,5235.88149
9039,22729270,Scytalopus spillmanni,61.14527446,10.77920723,132294.2765
9040,22729275,Scytalopus acutirostris,23.05970648,2.693180356,32717.26657
9041,22729286,Scytalopus fuscus,25.88367369,11.22193174,115792.1979
9042,22729291,Scytalopus griseicollis,16.26980899,5.010084498,61348.76521
9043,22729298,Scytalopus simonsi,19.63376565,2.516320658,29914.05152
9044,22729303,Scytalopus parvirostris,42.10868924,9.773017251,117280.4062
9045,22729308,Rhynchocyclus pacificus,36.63540164,8.623546635,105885.1376
9046,22729313,Onychorhynchus mexicanus,171.1114928,74.31607202,888002.723
9047,22729326,Doliornis sclateri,8.803725578,1.074983461,13030.38823
9048,22729332,Arremon semitorquatus,43.01761846,18.91570452,215138.7276
9049,22729337,Tangara cyanomelas,46.04598247,17.98440555,212114.5722
9050,22729346,Leistes militaris,385.3051521,301.4402607,3687834.308
9051,22729366,Thamnomanes saturninus,62.74864015,111.7947859,1364566.425
9052,22729387,Prinia hypoxantha,25.90658281,19.98516579,218663.5868
9053,22729398,Tylas eduardi,47.2238569,19.92045439,231862.7138
9054,22729402,Upupa marginata,94.88234645,45.65898817,530033.7062
9055,22729421,Calonectris edwardsii,450.9647204,1291.018139,14808126.27
9056,22729426,Setophaga subita,1.032252152,0.013105804,153.9290329
9057,22729431,Setophaga delicata,1.065176272,0.051627547,617.3693946
9058,22729445,Guyramemua affinis,57.27196871,136.9262648,1627515.384
9059,22729451,Myiopagis olallai,12.82901075,1.442323621,17655.66545
9060,22729454,Zimmerius villarejoi,8.325865291,0.698393876,8551.886058
9061,22729457,Lipaugus weberi,3.428805795,0.076077862,929.9004684
9062,22729460,Gyps tenuirostris,197.1850398,172.7607505,1988825.868
9063,22729465,Spilornis klossi,2.366966889,0.090931956,1111.020275
9064,22729471,Capito wallacei,1.500504789,0.015181359,185.534638
9065,22729474,Herpsilochmus pileatus,4.834026417,0.129973715,1545.425787
9066,22729480,Garrulax konkakinhensis,7.223151162,1.146079299,13616.51391
9067,22729485,Motacilla samveasnae,10.70789175,3.63927836,43483.67959
9068,22729490,Alopochen kervazoi,1.936972004,0.220929384,2541.161188
9069,22729498,Anas carolinensis,2246.319231,2271.914616,18188372.65
9070,22729503,Phylloscopus orientalis,248.7784499,350.8055384,3930161.645
9071,22729514,Phylloscopus humei,377.8091926,663.4848255,6706621.873
9072,22729520,Phylloscopus ibericus,208.4880504,394.2813963,4333501.177
9073,22729528,Phylloscopus canariensis,6.984347541,0.460463047,5009.728403
9074,22729533,Lanius meridionalis,102.6028771,72.56757129,678190.8989
9075,22729538,Carduelis corsicana,18.14401037,2.492746432,23326.10879
9076,22729551,Acrocephalus orinus,44.6391594,9.186167903,97338.83161
9077,22729557,Poecilotriccus luluae,1.308627774,0.029540107,361.8405343
9078,22729569,Crypturellus erythropus,126.9278748,101.5765629,1242547.217
9079,22729604,Thalassarche cauta,558.4594554,2415.412301,23870557.05
9080,22729609,Thalassarche steadi,2539.44508,6865.376248,58800149.69
9081,22729686,Leucocarbo atriceps,750.0294746,56.92335148,442467.4515
9082,22729692,Egretta gularis,800.5435581,211.7056214,2495145.126
9083,22729706,Phoenicopterus ruber,205.3811552,24.82357302,289200.0723
9084,22729731,Gyps indicus,121.1693126,208.5135577,2379697.266
9085,22729779,Clanga hastata,157.5963136,213.1812438,2438537.843
9086,22729814,Arborophila sumatrana,34.76519331,3.242463135,39867.03824
9087,22729848,Scolopax rosenbergii,88.73819016,9.354286884,114626.4678
9088,22729854,Scolopax bukidnonensis,10.59970603,0.698576287,8323.412697
9089,22729867,Gallinago delicata,2724.947545,2488.089413,20511777.93
9090,22729877,Larus glaucoides,4430.832077,2410.571114,12875065.49
9091,22729904,Geotrygon caniceps,48.34758081,9.384044725,107566.325
9092,22729909,Geotrygon leucometopia,21.52751159,0.613334298,7159.282193
9093,22729967,Pyrilia aurantiocephala,23.92474832,28.76928051,351759.5691
9094,22730030,Bubo poensis,156.0560048,310.559001,3808970.285
9095,22730062,Ninox sumbaensis,5.555955399,0.241732968,2933.16669
9096,22730097,Caprimulgus pectoralis,490.4423386,481.3890745,5725163.766
9097,22730103,Caprimulgus poliocephalus,131.1525018,66.41995193,807019.5469
9098,22730119,Chaetura fumosa,12.17750685,1.074010331,13071.54397
9099,22730147,Phaethornis striigularis,200.4613506,63.50903847,764900.1836
9100,22730168,Amazilia tzacatl,227.8366412,84.68490977,1019995.746
9101,22730186,Apalharpactes mackloti,38.65719756,7.790895988,95751.57322
9102,22730259,Campethera bennettii,137.4563939,380.3351509,4469771.331
9103,22730264,Dendropicos gabonensis,109.0666548,137.341001,1688263.486
9104,22730269,Dendropicos goertae,428.0944132,617.4365178,7459762.403
9105,22730396,Pyriglena leuconota,204.5700234,164.25259,1982586.926
9106,22730401,Percnostola arenarum,5.721977906,0.718159541,8817.119227
9107,22730404,Gymnopithys leucaspis,54.26626692,83.73400824,1029444.08
9108,22730409,Gymnopithys bicolor,122.4513149,30.22445396,367235.6905
9109,22730438,Scytalopus latrans,61.84532407,17.63311889,216423.931
9110,22730463,Scytalopus magellanicus,175.9109004,51.94669311,454151.4463
9111,22730499,Mirafra africana,419.0776506,430.8381862,5074265.057
9112,22730526,Certhilauda semitorquata,30.28365811,43.59416355,468995.6954
9113,22730531,Calendulauda erythrochlamys,18.39763928,6.377980475,70724.60133
9114,22730593,Arizelocichla milanjensis,9.524628884,3.634730293,42373.72568
9115,22730603,Phyllastrephus flavostriatus,106.8634564,37.27402251,444216.3218
9116,22730635,Lanius collaris,605.7638575,613.572913,7220462.009
9117,22730664,Chlorophoneus multicolor,179.481261,137.2538587,1682265.845
9118,22730676,Prionops caniceps,64.61004193,73.02949709,892274.3589
9119,22730713,Monticola erythronotus,0.714911873,0.031378768,377.2206701
9120,22730723,Geokichla piaggiae,114.409801,26.73302786,328093.0974
9121,22730755,Alethe diademata,55.96746213,36.70677272,448285.6674
9122,22730835,Cisticola chubbi,66.28336238,26.21765775,322234.7196
9123,22730909,Apalis cinerea,115.6256183,35.72999207,438310.1515
9124,22730924,Calamonastes stierlingi,88.14139385,138.2459616,1622598.281
9125,22730969,Eremomela pusilla,114.4292162,244.5838632,2959589.822
9126,22731005,Abroscopus superciliaris,600.2603412,209.5937809,2493442.174
9127,22731025,Acanthiza apicalis,164.5114362,377.9956924,4124517.575
9128,22731056,Batis capensis,96.15846082,38.55031906,417127.1729
9129,22731073,Terpsiphone rufiventer,217.6312247,348.9007118,4274829.661
9130,22731087,Anthoscopus caroli,266.551752,390.0168566,4646666.749
9131,22731092,Melaniparus leucomelas,198.3676513,213.3185595,2587681.967
9132,22731107,Certhia tianquanensis,34.63048817,3.641820563,38539.02985
9133,22731117,Dicaeum australe,119.8070597,19.73404297,237198.6778
9134,22731197,Philemon citreogularis,382.7379893,281.8625404,3161006.154
9135,22731255,Calyptophilus frugivorus,17.56125799,0.737225602,8600.716625
9136,22731290,Cacicus chrysonotus,32.49816059,7.621190341,91061.55242
9137,22731333,Crithagra atrogularis,227.5334863,264.6747766,3009552.518
9138,22731359,Crithagra striolata,129.2282232,71.16330073,867600.653
9139,22731403,Lagonosticta rubricata,561.2585525,502.5882267,6048022.359
9140,22731517,Corvus palmarum,38.30103398,6.141789897,70693.19758
9141,22731538,Saltator striatipectus,181.4296337,73.01059016,890040.1777
9142,22731543,Icterus prosthemelas,91.08224731,37.34825122,440236.5478
9143,22731553,Phylloscopus nitidus,473.7380061,434.78554,4626168.564
9144,22731569,Ortalis araucuan,38.19240121,29.1545042,349736.7443
9145,22731577,Rallus obsoletus,87.66535007,5.30070059,57220.50382
9146,22731587,Pionus seniloides,67.34843121,18.27865401,224045.0994
9147,22731595,Amazona diadema,22.86418374,20.76816648,255039.2653
9148,22731636,Aulacorhynchus calorhynchus,25.89515569,2.224602172,27003.46544
9149,22731646,Celeus obrieni,37.23413248,66.73159487,805942.2912
9150,22731673,Myrmotherula ignota,114.3748245,126.9293223,1558758.169
9151,22731687,Stigmatura bahiae,35.94377629,47.16814269,572163.877
9152,22731691,Tolmomyias flavotectus,85.6032921,17.37342287,212438.5191
9153,22731695,Tolmomyias viridiceps,58.84388882,184.5007623,2250919.909
9154,22731699,Myiobius sulphureipygius,172.2711661,53.48665987,640117.8987
9155,22731705,Knipolegus cabanisi,40.41821116,8.614363605,99753.29582
9156,22731714,Myiodynastes solitarius,271.0626199,1107.627783,13124918.43
9157,22731723,Progne elegans,158.4539886,446.9253282,5049075.677
9158,22731728,Progne murphyi,63.61679755,11.18286539,134702.9097
9159,22731776,Sporophila morelleti,139.7606552,72.84592925,854802.9808
9160,22731796,Vireo chivi,410.8209328,1197.449072,14238034.23
9161,22731801,Icterus pyrrhopterus,170.1000649,568.6783213,6584051.399
9162,22731807,Icterus fuertesi,50.77656383,20.91397451,245209.6522
9163,22731855,Threskiornis bernieri,71.73063025,2.394070384,28069.3963
9164,22731882,Arborophila chloropus,131.6414274,59.8896857,707863.017
9165,22731897,Megascops atricapilla,80.74092813,87.11499212,990143.7746
9166,22731912,Archboldia papuensis,30.69709639,6.581988923,80739.13454
9167,22731930,Falco duboisi,1.936972004,0.220929384,2541.161188
9168,22731941,Anorrhinus austeni,96.91274509,66.972871,774348.1168
9169,22731946,Anorrhinus tickelli,32.87013997,13.46508786,160240.5048
9170,22731952,Automolus paraensis,123.9573201,136.5329459,1664358.471
9171,22731957,Trichastoma tickelli,124.7430945,73.64541276,851911.335
9172,22731962,Trichastoma buettikoferi,193.5073726,30.7055839,377490.6355
9173,22731980,Myiobius barbatus,217.29022,510.4953288,6231344.36
9174,22731986,Progne modesta,10.74622185,0.631391425,7771.34645
9175,22732009,Asthenes arequipae,23.87912797,8.284813035,97986.61143
9176,22732019,Buteo augur,198.2395095,324.7754168,3919621.741
9177,22732035,Molothrus aeneus,291.3489152,223.6649754,2518152.87
9178,22732040,Otus thilohoffmanni,3.943665923,0.77828349,9518.76498
9179,22732046,Otus collari,1.461371025,0.045298351,556.531165
9180,22732052,Phylloscopus yunnanensis,111.780131,45.03179383,466949.6515
9181,22732059,Gallirallus calayanensis,0.315051435,0.005838161,67.91465987
9182,22732064,Locustella alishanensis,7.648543298,1.823148489,20585.35117
9183,22732090,Nisaetus cirrhatus,650.3997259,374.307317,4419651.799
9184,22732096,Nisaetus floris,34.04710258,2.903261568,35345.44208
9185,22732102,Loriculus amabilis,20.33169475,1.849060716,22755.09386
9186,22732108,Loriculus sclateri,14.44342127,0.611192696,7519.863071
9187,22732130,Aethopyga bella,182.4928979,22.72311789,273279.5299
9188,22732147,Amaurornis magnirostris,1.657787673,0.068626581,842.4289493
9189,22732155,Amytornis merrotsyi,13.64780278,4.104598772,43125.42891
9190,22732183,Arborophila rolli,26.97146865,3.235854699,39752.64521
9191,22732200,Locustella davidi,210.9858606,162.6802271,1357643.558
9192,22732232,Buteo japonicus,900.3041391,971.5741593,8385235.871
9193,22732235,Buteo socotraensis,2.96055472,0.301253645,3622.404194
9194,22732244,Calonectris borealis,970.6296646,5607.955089,58783571.98
9195,22732257,Chloropsis jerdoni,84.26018277,162.3411112,1884753.42
9196,22732262,Chloropsis kinabaluensis,25.55294415,4.654300981,57155.80472
9197,22732267,Chloropsis media,53.32783936,4.370670907,53744.80511
9198,22732272,Circaetus beaudouini,144.8966938,286.1107156,3453408.898
9199,22732286,Corvus edithae,83.77913592,96.69236621,1179817.278
9200,22732297,Cursorius somalensis,75.6710355,92.25146946,1128373.545
9201,22732302,Cyanopica cooki,54.52760229,18.7350266,179267.5677
9202,22732420,Megapodius tenimberensis,4.69534656,0.264312213,3225.696895
9203,22732425,Melanitta americana,2336.263982,958.4685729,6247757
9204,22732442,Mirafra affinis,72.05350133,87.21612853,1030288.292
9205,22732451,Mirafra microptera,13.06915022,7.954710032,91216.69301
9206,22732582,Orthonyx novaeguineae,23.44077069,5.334768474,65387.96015
9207,22732599,Otus mayottensis,1.543553635,0.030888502,370.9719084
9208,22732625,Melaniparus carpi,39.41204055,26.27906837,305301.6588
9209,22732650,Phasianus versicolor,171.8971063,30.36837197,306118.9728
9210,22732653,Phylloscopus kansuensis,16.80536795,15.75773082,157431.4615
9211,22732662,Erythropitta ussheri,29.99969237,3.356187271,41122.43212
9212,22732670,Poicephalus fuscicollis,252.5796365,292.1699152,3503898.103
9213,22732738,Phylloscopus omeiensis,89.53979859,115.1533883,1319299.18
9214,22732744,Phylloscopus soror,106.0400695,95.16022717,1074672.961
9215,22732750,Phylloscopus tephrocephalus,129.0573243,123.7104212,1381644.829
9216,22732755,Phylloscopus valentini,92.62387776,71.18796132,781311.4934
9217,22732760,Phylloscopus whistleri,67.8102345,69.85345515,757184.7925
9218,22732795,Struthio molybdophanes,79.31603607,88.21547768,1078973.57
9219,22732834,Vidua camerunensis,102.3031803,50.25656971,614384.5319
9220,22732839,Vidua nigeriae,29.5108532,6.362377192,77108.92049
